"","study",".id",".g",".g_se","condition_arm1","condition_arm2","country_origin","income","contr_MA.","psy","ctr","multiple_arms_ig","multiple_arms_cg","descr_ig","descr_cg","comparison","outcome_type","sample","outc_type","outc_measure","sr_clinician","time","time_weeks","post_m_ig","post_sd_ig","post_n_ig","post_m_cg","post_sd_cg","post_n_cg","baseline_m_ig","baseline_sd_ig","baseline_n_ig","baseline_m_cg","baseline_sd_cg","baseline_n_cg","dich","dich_type","improved_n_ig","improved_n_cg","rand_n_ig","rand_n_cg","dropout_n_ig","dropout_n_cg","change_m_ig_new","change_m_cg_new","change_sd_ig","change_sd_cg","change_n_ig","change_n_cg","other_statistic","year","comorbid_mental","format","format_details","n_sessions_ig","country","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","d1","d2","d3","d4","d5","ROB","itt","no.arms","is.multiarm","totaln_arm2","totaln_arm1","event_arm2","event_arm1","n_arm2","n_arm1","sd_arm2","sd_arm1","mean_arm2","mean_arm1","multi_arm2","multi_arm1","rob",".log_rr",".log_rr_se",".event_arm1",".event_arm2",".totaln_arm1",".totaln_arm2","full_ref",".id.1","culture"
"98","Van der Heiden, 2012","VanderHeiden_2012_msd_14_sr_cbt_wl_cbt_wl",0.762096041695083,0.270836097968643,"cbt","wl","Netherlands","H",1,"cbt","wl","cbt","wl","Intolerance-of-uncertainty therapy",NA,"PSYvsCTR","msd","itt","worry","PSWQ","sr","post",14,56.26,"11.3","52.0",65.05,"11.7","20.0",66.98,"8.34","52.0",65.45,"11.35","20.0",NA,NA,NA,NA,"52.0","20.0","15.0","1.0",NA,NA,NA,NA,NA,NA,NA,2012,"n","ind","ind",14,"eu","adul",35,73,"clin","gad","adul","some concerns","low risk","low risk","low risk","low risk","some concerns",1,3,1,20,52,NA,NA,20,52,11.7,11.3,65.05,56.26,"wl","cbt",0,NA,NA,NA,NA,NA,NA,"van der Heiden, C., Muris, P., & van der Molen, H. T. (2012). Randomized controlled trial on the effectiveness of metacognitive therapy and intolerance-of-uncertainty therapy for generalized anxiety disorder. Behav Res Ther, 50(2), 100-109. doi:10.1016/j.brat.2011.12.005","VanderHeiden_2012_msd_14_sr_cbt_wl_cbt_wl","A - Western"
"99","Van der Heiden, 2012","VanderHeiden_2012_msd_14_sr_3rd_wl_3rd_wl",0.492521201715703,0.264938414718958,"3rd","wl","Netherlands","H",1,"3rd","wl","3rd","wl","metacognitive therapy",NA,"PSYvsCTR","msd","itt","gen anx","STAI-T","sr","post",14,44.82,"14.05","54.0",51.6,"12.35","20.0",61.1,"8.01","54.0",54.26,"11.85","20.0",NA,NA,NA,NA,"54.0","20.0","16.0","1.0",NA,NA,NA,NA,NA,NA,NA,2012,"n","ind","ind",14,"eu","adul",35,73,"clin","gad","adul","some concerns","low risk","low risk","low risk","low risk","some concerns",1,3,1,20,54,NA,NA,20,54,12.35,14.05,51.6,44.82,"wl","3rd",0,NA,NA,NA,NA,NA,NA,"van der Heiden, C., Muris, P., & van der Molen, H. T. (2012). Randomized controlled trial on the effectiveness of metacognitive therapy and intolerance-of-uncertainty therapy for generalized anxiety disorder. Behav Res Ther, 50(2), 100-109. doi:10.1016/j.brat.2011.12.005","VanderHeiden_2012_msd_14_sr_3rd_wl_3rd_wl","A - Western"
"100","Van der Heiden, 2012","VanderHeiden_2012_msd_14_sr_cbt_wl_cbt_wl",0.245841947673582,0.263931152222994,"cbt","wl","Netherlands","H",1,"cbt","wl","cbt","wl","Intolerance-of-uncertainty therapy",NA,"PSYvsCTR","msd","itt","gen anx","STAI-T","sr","post",14,48.48,"12.63","52.0",51.6,"12.35","20.0",59.2,"8.76","52.0",54.26,"11.85","20.0",NA,NA,NA,NA,"52.0","20.0","15.0","1.0",NA,NA,NA,NA,NA,NA,NA,2012,"n","ind","ind",14,"eu","adul",35,73,"clin","gad","adul","some concerns","low risk","low risk","low risk","low risk","some concerns",1,3,1,20,52,NA,NA,20,52,12.35,12.63,51.6,48.48,"wl","cbt",0,NA,NA,NA,NA,NA,NA,"van der Heiden, C., Muris, P., & van der Molen, H. T. (2012). Randomized controlled trial on the effectiveness of metacognitive therapy and intolerance-of-uncertainty therapy for generalized anxiety disorder. Behav Res Ther, 50(2), 100-109. doi:10.1016/j.brat.2011.12.005","VanderHeiden_2012_msd_14_sr_cbt_wl_cbt_wl","A - Western"
"101","Van der Heiden, 2012","VanderHeiden_2012_msd_14_sr_3rd_wl_3rd_wl",0.573915597997058,0.266066382209232,"3rd","wl","Netherlands","H",1,"3rd","wl","3rd","wl","metacognitive therapy",NA,"PSYvsCTR","msd","itt","global clin","SCL-90","sr","post",14,145.48,"52.24","54.0",178.15,"66.42","20.0",209.15,"53.87","54.0",179.05,"63.69","20.0",NA,NA,NA,NA,"54.0","20.0","16.0","1.0",NA,NA,NA,NA,NA,NA,NA,2012,"n","ind","ind",14,"eu","adul",35,73,"clin","gad","adul","some concerns","low risk","low risk","low risk","low risk","some concerns",1,3,1,20,54,NA,NA,20,54,66.42,52.24,178.15,145.48,"wl","3rd",0,NA,NA,NA,NA,NA,NA,"van der Heiden, C., Muris, P., & van der Molen, H. T. (2012). Randomized controlled trial on the effectiveness of metacognitive therapy and intolerance-of-uncertainty therapy for generalized anxiety disorder. Behav Res Ther, 50(2), 100-109. doi:10.1016/j.brat.2011.12.005","VanderHeiden_2012_msd_14_sr_3rd_wl_3rd_wl","A - Western"
"102","Van der Heiden, 2012","VanderHeiden_2012_msd_14_sr_cbt_wl_cbt_wl",0.208102629800266,0.263700746328365,"cbt","wl","Netherlands","H",1,"cbt","wl","cbt","wl","Intolerance-of-uncertainty therapy",NA,"PSYvsCTR","msd","itt","global clin","SCL-90","sr","post",14,165,"60.99","52.0",178.15,"66.42","20.0",203.64,"57.45","52.0",179.05,"63.69","20.0",NA,NA,NA,NA,"52.0","20.0","15.0","1.0",NA,NA,NA,NA,NA,NA,NA,2012,"n","ind","ind",14,"eu","adul",35,73,"clin","gad","adul","some concerns","low risk","low risk","low risk","low risk","some concerns",1,3,1,20,52,NA,NA,20,52,66.42,60.99,178.15,165,"wl","cbt",0,NA,NA,NA,NA,NA,NA,"van der Heiden, C., Muris, P., & van der Molen, H. T. (2012). Randomized controlled trial on the effectiveness of metacognitive therapy and intolerance-of-uncertainty therapy for generalized anxiety disorder. Behav Res Ther, 50(2), 100-109. doi:10.1016/j.brat.2011.12.005","VanderHeiden_2012_msd_14_sr_cbt_wl_cbt_wl","A - Western"
"103","Vera, 2021","Vera_2021_msd_28_sr_3rd_cau_3rd_cau",0.854536844844624,0.299397814042509,"3rd","cau","Puerto Rico","H",1,"3rd","cau","3rd","cau","Acceptance-based behavior therapy",NA,"PSYvsCTR","msd","co","worry","PSWQ","sr","post",28,45.95,"17.0","21.0",59.93,"15.43","29.0",66.73,"6.66","30.0",66.67,"5.91","30.0",NA,NA,NA,NA,"30.0","30.0","8.0","3.0",NA,NA,NA,NA,NA,NA,NA,2021,"n","ind","ind",9,"oth","adul",41,87,"clin","gad","adul","low risk","high risk","high risk","low risk","some concerns","high risk",0,3,1,30,30,NA,NA,29,21,15.43,17,59.93,45.95,"cau","3rd",0,NA,NA,NA,NA,NA,NA,"Vera, M., Obén, A., Juarbe, D., Hernández, N., & Pérez-Pedrogo, C. (2021). Randomized pilot trial of cognitive-behavioral therapy and acceptance-based behavioral therapy in the treatment of Spanish-speaking Latino primary care patients with generalized anxiety disorder. Journal of Behavioral and Cognitive Therapy, 31(2), 91-103. doi:10.1016/j.jbct.2020.11.007","Vera_2021_msd_28_sr_3rd_cau_3rd_cau","B - Non-Western"
"104","Vera, 2021","Vera_2021_msd_28_sr_cbt_cau_cbt_cau",0.724467360136796,0.279023863539158,"cbt","cau","Puerto Rico","H",1,"cbt","cau","cbt","cau",NA,NA,"PSYvsCTR","msd","co","worry","PSWQ","sr","post",28,48.27,"16.34","26.0",59.93,"15.43","29.0",67.76,"7.22","29.0",66.67,"5.91","30.0",NA,NA,NA,NA,"30.0","30.0","8.0","3.0",NA,NA,NA,NA,NA,NA,NA,2021,"n","ind","ind",9,"oth","adul",41,87,"clin","gad","adul","low risk","high risk","high risk","low risk","some concerns","high risk",0,3,1,30,30,NA,NA,29,26,15.43,16.34,59.93,48.27,"cau","cbt",0,NA,NA,NA,NA,NA,NA,"Vera, M., Obén, A., Juarbe, D., Hernández, N., & Pérez-Pedrogo, C. (2021). Randomized pilot trial of cognitive-behavioral therapy and acceptance-based behavioral therapy in the treatment of Spanish-speaking Latino primary care patients with generalized anxiety disorder. Journal of Behavioral and Cognitive Therapy, 31(2), 91-103. doi:10.1016/j.jbct.2020.11.007","Vera_2021_msd_28_sr_cbt_cau_cbt_cau","B - Non-Western"
"105","Vera, 2021","Vera_2021_msd_28_sr_3rd_cau_3rd_cau",0.169938565404633,0.287053806239911,"3rd","cau","Puerto Rico","H",1,"3rd","cau","3rd","cau","Acceptance-based behavior therapy",NA,"PSYvsCTR","msd","co","gen anx","DASANX","sr","post",28,11.81,"10.61","21.0",13.59,"10.09","29.0",22.6,"9.5","30.0",18.33,"10.23","30.0",NA,NA,NA,NA,"30.0","30.0","8.0","3.0",NA,NA,NA,NA,NA,NA,NA,2021,"n","ind","ind",9,"oth","adul",41,87,"clin","gad","adul","low risk","high risk","high risk","low risk","some concerns","high risk",0,3,1,30,30,NA,NA,29,21,10.09,10.61,13.59,11.81,"cau","3rd",0,NA,NA,NA,NA,NA,NA,"Vera, M., Obén, A., Juarbe, D., Hernández, N., & Pérez-Pedrogo, C. (2021). Randomized pilot trial of cognitive-behavioral therapy and acceptance-based behavioral therapy in the treatment of Spanish-speaking Latino primary care patients with generalized anxiety disorder. Journal of Behavioral and Cognitive Therapy, 31(2), 91-103. doi:10.1016/j.jbct.2020.11.007","Vera_2021_msd_28_sr_3rd_cau_3rd_cau","B - Non-Western"
"106","Vera, 2021","Vera_2021_msd_28_sr_cbt_cau_cbt_cau",-0.0492322259062604,0.270123993632931,"cbt","cau","Puerto Rico","H",1,"cbt","cau","cbt","cau",NA,NA,"PSYvsCTR","msd","co","gen anx","DASANX","sr","post",28,14.15,"12.35","26.0",13.59,"10.09","29.0",26.67,"11.91","30.0",18.33,"10.23","30.0",NA,NA,NA,NA,"30.0","30.0","8.0","3.0",NA,NA,NA,NA,NA,NA,NA,2021,"n","ind","ind",9,"oth","adul",41,87,"clin","gad","adul","low risk","high risk","high risk","low risk","some concerns","high risk",0,3,1,30,30,NA,NA,29,26,10.09,12.35,13.59,14.15,"cau","cbt",0,NA,NA,NA,NA,NA,NA,"Vera, M., Obén, A., Juarbe, D., Hernández, N., & Pérez-Pedrogo, C. (2021). Randomized pilot trial of cognitive-behavioral therapy and acceptance-based behavioral therapy in the treatment of Spanish-speaking Latino primary care patients with generalized anxiety disorder. Journal of Behavioral and Cognitive Therapy, 31(2), 91-103. doi:10.1016/j.jbct.2020.11.007","Vera_2021_msd_28_sr_cbt_cau_cbt_cau","B - Non-Western"
"107","Wetherell, 2003","Wetherell_2003_msd_12_cr_cbt_wl_cbt_wl",0.761060469374215,0.333036098697795,"cbt","wl","USA","H",1,"cbt","wl","cbt","wl",NA,NA,"PSYvsCTR","msd","co","gen anx","HAMA","cr","post",12,11.2,"4.7","18.0",16,"7.2","21.0",14.2,"4.9","18.0",16.1,"8.3","21.0",NA,NA,NA,NA,"26.0","23.0","8.0","2.0",NA,NA,NA,NA,NA,NA,NA,2003,"n","grp","grp",12,"us","old",67.1,80,"clin","gad","old","some concerns","high risk","high risk","low risk","some concerns","high risk",0,3,1,23,26,NA,NA,21,18,7.2,4.7,16,11.2,"wl","cbt",0,NA,NA,NA,NA,NA,NA,"Wetherell, J. L., Gatz, M., & Craske, M. G. (2003). Treatment of generalized anxiety disorder in older adults. J Consult Clin Psychol, 71(1), 31-40. ","Wetherell_2003_msd_12_cr_cbt_wl_cbt_wl","A - Western"
"108","Wetherell, 2003","Wetherell_2003_msd_12_cr_sup_wl_otherpsy_wl",0.387800393353501,0.324320585305951,"sup","wl","USA","H",1,"sup","wl","other psy","wl","discussion group",NA,"PSYvsCTR","msd","co","gen anx","HAMA","cr","post",12,13,"8.0","18.0",16,"7.2","21.0",16.6,"6.8","18.0",16.1,"8.3","21.0",NA,NA,NA,NA,"26.0","23.0","8.0","2.0",NA,NA,NA,NA,NA,NA,NA,2003,"n","grp","grp",12,"us","old",67.1,80,"clin","gad","old","some concerns","high risk","high risk","low risk","some concerns","high risk",0,3,1,23,26,NA,NA,21,18,7.2,8,16,13,"wl","other psy",0,NA,NA,NA,NA,NA,NA,"Wetherell, J. L., Gatz, M., & Craske, M. G. (2003). Treatment of generalized anxiety disorder in older adults. J Consult Clin Psychol, 71(1), 31-40. ","Wetherell_2003_msd_12_cr_sup_wl_otherpsy_wl","A - Western"
"109","Wetherell, 2003","Wetherell_2003_msd_12_sr_cbt_wl_cbt_wl",0.627165886649084,0.329286638829845,"cbt","wl","USA","H",1,"cbt","wl","cbt","wl",NA,NA,"PSYvsCTR","msd","co","worry","PSWQ","sr","post",12,58.1,"14.0","18.0",65.7,"9.7","21.0",63.6,"10.3","18.0",63.9,"11.3","21.0",NA,NA,NA,NA,"26.0","23.0","8.0","2.0",NA,NA,NA,NA,NA,NA,NA,2003,"n","grp","grp",12,"us","old",67.1,80,"clin","gad","old","some concerns","high risk","high risk","low risk","some concerns","high risk",0,3,1,23,26,NA,NA,21,18,9.7,14,65.7,58.1,"wl","cbt",0,NA,NA,NA,NA,NA,NA,"Wetherell, J. L., Gatz, M., & Craske, M. G. (2003). Treatment of generalized anxiety disorder in older adults. J Consult Clin Psychol, 71(1), 31-40. ","Wetherell_2003_msd_12_sr_cbt_wl_cbt_wl","A - Western"
"110","Wetherell, 2003","Wetherell_2003_msd_12_sr_sup_wl_otherpsy_wl",0.590032325098311,0.328368422892617,"sup","wl","USA","H",1,"sup","wl","other psy","wl","discussion group",NA,"PSYvsCTR","msd","co","worry","PSWQ","sr","post",12,60.1,"8.8","18.0",65.7,"9.7","21.0",65.6,"7.7","18.0",63.9,"11.3","21.0",NA,NA,NA,NA,"26.0","23.0","8.0","2.0",NA,NA,NA,NA,NA,NA,NA,2003,"n","grp","grp",12,"us","old",67.1,80,"clin","gad","old","some concerns","high risk","high risk","low risk","some concerns","high risk",0,3,1,23,26,NA,NA,21,18,9.7,8.8,65.7,60.1,"wl","other psy",0,NA,NA,NA,NA,NA,NA,"Wetherell, J. L., Gatz, M., & Craske, M. G. (2003). Treatment of generalized anxiety disorder in older adults. J Consult Clin Psychol, 71(1), 31-40. ","Wetherell_2003_msd_12_sr_sup_wl_otherpsy_wl","A - Western"
"111","Wong, 2016","Wong_2016_msd_8_sr_3rd_cau_3rd_cau",0.533608649483477,0.188370589376982,"3rd","cau","China","UM",1,"3rd","cau","3rd","cau","mindfulness-based cognitive therapy (MBCT)",NA,"PSYvsCTR","msd","itt","gen anx","BAI","sr","post",8,26.31,"11.86","61.0",32.75,"12.13","56.0",31.58,"10.22","61.0",33.14,"10.08","56.0",NA,NA,NA,NA,"61.0","60.0","6.0","12.0",NA,NA,NA,NA,NA,NA,NA,2016,"n","grp","grp",8,"eas","adul",50,79,"clin","gad","adul","low risk","some concerns","some concerns","low risk","low risk","some concerns",1,3,1,60,61,NA,NA,56,61,12.13,11.86,32.75,26.31,"cau","3rd",0,NA,NA,NA,NA,NA,NA,"Wong, S. Y., Yip, B. H., Mak, W. W., Mercer, S., Cheung, E. Y., Ling, C. Y., . . . Ma, H. S. (2016). Mindfulness-based cognitive therapy v. group psychoeducation for people with generalised anxiety disorder: randomised controlled trial. Br J Psychiatry, 209(1), 68-75. doi:10.1192/bjp.bp.115.166124","Wong_2016_msd_8_sr_3rd_cau_3rd_cau","A - Western"
"112","Wong, 2016","Wong_2016_msd_8_sr_pe_cau_pe_cau",0.63610092696772,0.189743449262825,"pe","cau","China","UM",1,"pe","cau","pe","cau","psychoeducation",NA,"PSYvsCTR","msd","itt","gen anx","BAI","sr","post",8,25.02,"12.02","61.0",32.75,"12.13","56.0",30.45,"4.81","61.0",33.14,"10.08","56.0",NA,NA,NA,NA,"61.0","60.0","7.0","12.0",NA,NA,NA,NA,NA,NA,NA,2016,"n","grp","grp",8,"eas","adul",50,79,"clin","gad","adul","low risk","some concerns","some concerns","low risk","low risk","some concerns",1,3,1,60,61,NA,NA,56,61,12.13,12.02,32.75,25.02,"cau","pe",0,NA,NA,NA,NA,NA,NA,"Wong, S. Y., Yip, B. H., Mak, W. W., Mercer, S., Cheung, E. Y., Ling, C. Y., . . . Ma, H. S. (2016). Mindfulness-based cognitive therapy v. group psychoeducation for people with generalised anxiety disorder: randomised controlled trial. Br J Psychiatry, 209(1), 68-75. doi:10.1192/bjp.bp.115.166124","Wong_2016_msd_8_sr_pe_cau_pe_cau","A - Western"
"113","Wong, 2016","Wong_2016_msd_8_sr_3rd_cau_3rd_cau",0.297907751796274,0.186104437440292,"3rd","cau","China","UM",1,"3rd","cau","3rd","cau","mindfulness-based cognitive therapy (MBCT)",NA,"PSYvsCTR","msd","itt","worry","PSWQ","sr","post",8,58.36,"10.77","61.0",61.63,"11.05","56.0",61.18,"9.6","61.0",62.67,"9.67","56.0",NA,NA,NA,NA,"61.0","60.0","6.0","12.0",NA,NA,NA,NA,NA,NA,NA,2016,"n","grp","grp",8,"eas","adul",50,79,"clin","gad","adul","low risk","some concerns","some concerns","low risk","low risk","some concerns",1,3,1,60,61,NA,NA,56,61,11.05,10.77,61.63,58.36,"cau","3rd",0,NA,NA,NA,NA,NA,NA,"Wong, S. Y., Yip, B. H., Mak, W. W., Mercer, S., Cheung, E. Y., Ling, C. Y., . . . Ma, H. S. (2016). Mindfulness-based cognitive therapy v. group psychoeducation for people with generalised anxiety disorder: randomised controlled trial. Br J Psychiatry, 209(1), 68-75. doi:10.1192/bjp.bp.115.166124","Wong_2016_msd_8_sr_3rd_cau_3rd_cau","A - Western"
"114","Wong, 2016","Wong_2016_msd_8_sr_pe_cau_pe_cau",0.610875008935408,0.189384197071073,"pe","cau","China","UM",1,"pe","cau","pe","cau","psychoeducation",NA,"PSYvsCTR","msd","itt","worry","PSWQ","sr","post",8,54.95,"10.69","61.0",61.63,"11.05","56.0",59.66,"10.11","61.0",62.67,"9.67","56.0",NA,NA,NA,NA,"61.0","60.0","7.0","12.0",NA,NA,NA,NA,NA,NA,NA,2016,"n","grp","grp",8,"eas","adul",50,79,"clin","gad","adul","low risk","some concerns","some concerns","low risk","low risk","some concerns",1,3,1,60,61,NA,NA,56,61,11.05,10.69,61.63,54.95,"cau","pe",0,NA,NA,NA,NA,NA,NA,"Wong, S. Y., Yip, B. H., Mak, W. W., Mercer, S., Cheung, E. Y., Ling, C. Y., . . . Ma, H. S. (2016). Mindfulness-based cognitive therapy v. group psychoeducation for people with generalised anxiety disorder: randomised controlled trial. Br J Psychiatry, 209(1), 68-75. doi:10.1192/bjp.bp.115.166124","Wong_2016_msd_8_sr_pe_cau_pe_cau","A - Western"
"115","Woodward, 1980","Woodward_1980_msd_8_sr_cr_cau_ct_otherctr",0.132028224049658,0.535186532994486,"cr","cau","United Kingdom","H",1,"cr","cau","ct","other ctr",NA,"no treatment","PSYvsCTR","msd","co","gen anx","Zung","sr","post",8,42.1,"11.2","7.0",43.3,"4.4","7.0",47.4,"13.6","7.0",45.6,"11.2","7.0",NA,NA,NA,NA,"7.0","7.0","0.0","0.0",NA,NA,NA,NA,NA,NA,NA,1980,"n","grp","grp",8,"uk","adul",40.3,59.25,"clin","gad","adul","some concerns","some concerns","low risk","low risk","some concerns","some concerns",0,4,1,7,7,NA,NA,7,7,4.4,11.2,43.3,42.1,"other ctr","ct",0,NA,NA,NA,NA,NA,NA,"Woodward, R., & Jones, R. B. (1980). Cognitive restructuring treatment: a controlled trial with anxious patients. Behaviour Research and Therapy, 18(5), 401‐407. Retrieved from https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00178686/full","Woodward_1980_msd_8_sr_cr_cau_ct_otherctr","A - Western"
"116","Woodward, 1980","Woodward_1980_msd_8_sr_ar_cau_ar_otherctr",0.759785641681575,0.556092137882151,"ar","cau","United Kingdom","H",1,"ar","cau","ar","other ctr","modified systematic desensitization","no treatment","PSYvsCTR","msd","co","gen anx","Zung","sr","post",8,38.7,"6.7","7.0",43.3,"4.4","7.0",46.3,"8.73","7.0",45.6,"11.2","7.0",NA,NA,NA,NA,"7.0","7.0","0.0","0.0",NA,NA,NA,NA,NA,NA,NA,1980,"n","grp","grp",8,"uk","adul",40.3,59.25,"clin","gad","adul","some concerns","some concerns","low risk","low risk","some concerns","some concerns",0,4,1,7,7,NA,NA,7,7,4.4,6.7,43.3,38.7,"other ctr","ar",0,NA,NA,NA,NA,NA,NA,"Woodward, R., & Jones, R. B. (1980). Cognitive restructuring treatment: a controlled trial with anxious patients. Behaviour Research and Therapy, 18(5), 401‐407. Retrieved from https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00178686/full","Woodward_1980_msd_8_sr_ar_cau_ar_otherctr","A - Western"
"117","Woodward, 1980","Woodward_1980_msd_8_sr_cbt_cau_cbt_otherctr",0.928580871744413,0.589787154387498,"cbt","cau","United Kingdom","H",1,"cbt","cau","cbt","other ctr","ct+ar","no treatment","PSYvsCTR","msd","co","gen anx","Zung","sr","post",8,37.3,"7.5","6.0",43.3,"4.4","7.0",46.2,"5.3","6.0",45.6,"11.2","7.0",NA,NA,NA,NA,"6.0","7.0","0.0","0.0",NA,NA,NA,NA,NA,NA,NA,1980,"n","grp","grp",8,"uk","adul",40.3,59.25,"clin","gad","adul","some concerns","some concerns","low risk","low risk","some concerns","some concerns",0,4,1,7,6,NA,NA,7,6,4.4,7.5,43.3,37.3,"other ctr","cbt",0,NA,NA,NA,NA,NA,NA,"Woodward, R., & Jones, R. B. (1980). Cognitive restructuring treatment: a controlled trial with anxious patients. Behaviour Research and Therapy, 18(5), 401‐407. Retrieved from https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00178686/full","Woodward_1980_msd_8_sr_cbt_cau_cbt_otherctr","A - Western"
"118","Zargar, 2012","Zargar_2012_msd_12_sr_3rd_cau_NA_NA",0.757414853135824,0.489684682527532,"3rd","cau","Iran","UM",1,"3rd","cau",NA,NA,NA,"no treatment","PSYvsCTR","msd","co","GAD","GAD-7","sr","post",12,4.66,"2.73","9.0",8.88,"6.99","9.0",11.22,"3.93","9.0",10.66,"5.7","9.0",NA,NA,NA,NA,"12.0","12.0","3.0","3.0",NA,NA,NA,NA,NA,NA,NA,2012,"n","ind","ind",12,"oth","adul",33,100,"clin","gad","adul","some concerns","high risk","high risk","low risk","some concerns","high risk",0,2,0,12,12,NA,NA,9,9,6.99,2.73,8.88,4.66,NA,NA,0,NA,NA,NA,NA,NA,NA,"Zargar, F., Farid, A. A. A., Atef-Vahid, M., Afshar, H., Maroofi, M., & Omranifard, V. (2012). Effect of acceptance-based behavior therapy on severity of symptoms, worry and quality of life in women with generalized anxiety disorder. Iranian Journal of Psychiatry and Behavioral Sciences, 6(2), 23-32. Retrieved from http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L368838694","Zargar_2012_msd_12_sr_3rd_cau_NA_NA","B - Non-Western"
"119","Zargar, 2012","Zargar_2012_msd_12_sr_3rd_cau_NA_NA",0.216344166722172,0.472922424056536,"3rd","cau","Iran","UM",1,"3rd","cau",NA,NA,NA,"no treatment","PSYvsCTR","msd","co","worry","PSWQ","sr","post",12,45.22,"10.75","9.0",47.85,"12.35","9.0",39.14,"3.45","9.0",40.31,"3.08","9.0",NA,NA,NA,NA,"12.0","12.0","3.0","3.0",NA,NA,NA,NA,NA,NA,NA,2012,"n","ind","ind",12,"oth","adul",33,100,"clin","gad","adul","some concerns","high risk","high risk","low risk","some concerns","high risk",0,2,0,12,12,NA,NA,9,9,12.35,10.75,47.85,45.22,NA,NA,0,NA,NA,NA,NA,NA,NA,"Zargar, F., Farid, A. A. A., Atef-Vahid, M., Afshar, H., Maroofi, M., & Omranifard, V. (2012). Effect of acceptance-based behavior therapy on severity of symptoms, worry and quality of life in women with generalized anxiety disorder. Iranian Journal of Psychiatry and Behavioral Sciences, 6(2), 23-32. Retrieved from http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L368838694","Zargar_2012_msd_12_sr_3rd_cau_NA_NA","B - Non-Western"
"120","Zinbarg, 2007","Zinbarg_2007_msd_16_cr_cbt_wl_NA_NA",1.835970881159,0.572913968643375,"cbt","wl","USA","H",1,"cbt","wl",NA,NA,NA,NA,"PSYvsCTR","msd","co","GAD","CSR GAD (SCID)","cr","post",16,2.38,"1.77","8.0",5.1,"1.05","10.0",5.25,"0.89","8.0",5,"1.05","10.0",NA,NA,NA,NA,"9.0","10.0","1.0","0.0",NA,NA,NA,NA,NA,NA,NA,2007,"n","ind","ind",12,"us","adul",41.94,63.15,"com","gad","adul","some concerns","some concerns","low risk","low risk","some concerns","some concerns",0,2,0,10,9,NA,NA,10,8,1.05,1.77,5.1,2.38,NA,NA,0,NA,NA,NA,NA,NA,NA,"Zinbarg, R. E., Lee, J. E., & Yoon, K. L. (2007). Dyadic predictors of outcome in a cognitive-behavioral program for patients with generalized anxiety disorder in committed relationships: a ""spoonful of sugar"" and a dose of non-hostile criticism may help. Behav Res Ther, 45(4), 699-713. doi:10.1016/j.brat.2006.06.005","Zinbarg_2007_msd_16_cr_cbt_wl_NA_NA","A - Western"
"121","Zinbarg, 2007","Zinbarg_2007_msd_16_sr_cbt_wl_NA_NA",1.86752446514854,0.576028826193017,"cbt","wl","USA","H",1,"cbt","wl",NA,NA,NA,NA,"PSYvsCTR","msd","co","worry","PSWQ","sr","post",16,52.6,"9.71","8.0",68.7,"6.82","10.0",69.83,"10.55","8.0",71,"5.58","10.0",NA,NA,NA,NA,"9.0","10.0","1.0","0.0",NA,NA,NA,NA,NA,NA,NA,2007,"n","ind","ind",12,"us","adul",41.94,63.15,"com","gad","adul","some concerns","some concerns","low risk","low risk","some concerns","some concerns",0,2,0,10,9,NA,NA,10,8,6.82,9.71,68.7,52.6,NA,NA,0,NA,NA,NA,NA,NA,NA,"Zinbarg, R. E., Lee, J. E., & Yoon, K. L. (2007). Dyadic predictors of outcome in a cognitive-behavioral program for patients with generalized anxiety disorder in committed relationships: a ""spoonful of sugar"" and a dose of non-hostile criticism may help. Behav Res Ther, 45(4), 699-713. doi:10.1016/j.brat.2006.06.005","Zinbarg_2007_msd_16_sr_cbt_wl_NA_NA","A - Western"
"122","Zinbarg, 2007","Zinbarg_2007_msd_16_sr_cbt_wl_NA_NA",0.371970873640839,0.478787370741843,"cbt","wl","USA","H",1,"cbt","wl",NA,NA,NA,NA,"PSYvsCTR","msd","co","gen anx","BAI","sr","post",16,12.92,"8.06","8.0",15.6,"5.76","10.0",25.33,"14.81","8.0",17.4,"7.32","10.0",NA,NA,NA,NA,"9.0","10.0","1.0","0.0",NA,NA,NA,NA,NA,NA,NA,2007,"n","ind","ind",12,"us","adul",41.94,63.15,"com","gad","adul","some concerns","some concerns","low risk","low risk","some concerns","some concerns",0,2,0,10,9,NA,NA,10,8,5.76,8.06,15.6,12.92,NA,NA,0,NA,NA,NA,NA,NA,NA,"Zinbarg, R. E., Lee, J. E., & Yoon, K. L. (2007). Dyadic predictors of outcome in a cognitive-behavioral program for patients with generalized anxiety disorder in committed relationships: a ""spoonful of sugar"" and a dose of non-hostile criticism may help. Behav Res Ther, 45(4), 699-713. doi:10.1016/j.brat.2006.06.005","Zinbarg_2007_msd_16_sr_cbt_wl_NA_NA","A - Western"
