"","study",".id",".g",".g_se","condition_arm1","condition_arm2","country_origin","income","multi_arm1","multi_arm2","time_weeks","format","country","rob","db"
"146","Chan, 2013","Chan_2013_msd_gds_post_0_self-report_lrt_cau_NA_NA",1.432,0.444,"lrt","cau","China","UM",NA,NA,"0","ind","eas",3,"dep"
"147","Chen, 2000","Chen_2000_remission(cut-off)_bdi-1_post_0_self-report_sup_cau_NA_NA",0.598,0.296,"sup","cau","Taiwan","H",NA,NA,"0","grp","eas",1,"dep"
"148","Chesney, 2003","Chesney_2003_msd_ces-d_post_6&12month_self-report_otherpsy_wl_otherpsy(cbt)_wl",0.159,0.22,"other psy","wl","USA","H","other psy (cbt)","wl","6 & 12 month","grp","us",1,"dep"
"149","Chesney, 2003","Chesney_2003_msd_ces-d_post_6&12month_self-report_otherpsy_otherctr_otherpsy(cbt)_otherctr",0.032,0.211,"other psy","other ctr","USA","H","other psy (cbt)","other ctr","6 & 12 month","grp","us",1,"dep"
"150","Chiang, 2015","Chiang_2015_msd_hdrs_post_3_6&12month_clinician_cbt_cau_NA_NA",4.82,0.507,"cbt","cau","Taiwan","H",NA,NA,"3, 6 & 12 month","grp","eas",3,"dep"
"151","Chiang, 2015","Chiang_2015_msd_bdi-2_post_3_6&12month_self-report_cbt_cau_NA_NA",3.599,0.414,"cbt","cau","Taiwan","H",NA,NA,"3, 6 & 12 month","grp","eas",3,"dep"
"152","Cho, 2008","Cho_2008_msd_bdi-1_post_0_self-report_cbt_cau_NA_NA",1.044,0.458,"cbt","cau","South Korea","H",NA,NA,"0","ind","eas",1,"dep"
"153","Cho, 2008","Cho_2008_remission(cut-off)_bdi-1_post_0_self-report_cbt_cau_NA_NA",0.404,0.572,"cbt","cau","South Korea","H",NA,NA,"0","ind","eas",1,"dep"
"154","Choi, 2012","Choi_2012_msd_bdi-1_post_3month_self-report_cbt_wl_NA_NA",0.893,0.265,"cbt","wl","Australia","H",NA,NA,"3 month","gsh","au",4,"dep"
"155","Choi, 2012","Choi_2012_msd_phq-9_post_3month_self-report_cbt_wl_NA_NA",0.481,0.256,"cbt","wl","Australia","H",NA,NA,"3 month","gsh","au",4,"dep"
"156","Choi, 2012","Choi_2012_msd_k-10_post_3month_self-report_cbt_wl_NA_NA",0.276,0.253,"cbt","wl","Australia","H",NA,NA,"3 month","gsh","au",4,"dep"
"157","Choi, 2014","Choi_2014_response(50%)_hdrs_post_6month_clinician_pst_otherctr_pst(tele-pst)_otherctr",0.499,0.298,"pst","other ctr","USA","H","pst (tele-pst)","other ctr","6 month","tel","us",1,"dep"
"158","Choi, 2014","Choi_2014_response(50%)_hdrs_post_6month_clinician_pst_otherctr_pst(individualpst)_otherctr",0.305,0.3,"pst","other ctr","USA","H","pst (individual pst)","other ctr","6 month","ind","us",1,"dep"
"159","Choi, 2020b","Choi_2020b_response(50%)_hdrs-24_post_24_clinician_pst_otherctr_pst(pst(videoconfclin))_otherctr",1.113,0.209,"pst","other ctr","USA","H","pst (pst (videoconf clin))","other ctr","24","oth","us",3,"dep"
"160","Choi, 2020b","Choi_2020b_msd_hdrs-24_post_24_clinician_pst_otherctr_pst(pst(videoconfclin))_otherctr",1.046,0.156,"pst","other ctr","USA","H","pst (pst (videoconf clin))","other ctr","24","oth","us",2,"dep"
"161","Choi, 2020b","Choi_2020b_remission(cut-off)_hdrs-24_post_24_clinician_pst_otherctr_pst(pst(videoconfclin))_otherctr",0.886,0.226,"pst","other ctr","USA","H","pst (pst (videoconf clin))","other ctr","24","oth","us",2,"dep"
"162","Choi, 2020b","Choi_2020b_remission(cut-off)_hdrs-24_post_24_clinician_bat_otherctr_bat(bat(videoconflaycounselors))_otherctr",0.72,0.229,"bat","other ctr","USA","H","bat (bat (videoconf lay counselors))","other ctr","24","oth","us",2,"dep"
"163","Choi, 2020b","Choi_2020b_response(50%)_hdrs-24_post_24_clinician_bat_otherctr_bat(bat(videoconflaycounselors))_otherctr",0.652,0.214,"bat","other ctr","USA","H","bat (bat (videoconf lay counselors))","other ctr","24","oth","us",3,"dep"
"164","Choi, 2020b","Choi_2020b_msd_hdrs-24_post_24_clinician_bat_otherctr_bat(bat(videoconflaycounselors))_otherctr",0.647,0.151,"bat","other ctr","USA","H","bat (bat (videoconf lay counselors))","other ctr","24","oth","us",2,"dep"
"165","Chowdhary, 2016","Chowdhary_2016_remission(cut-off)_bdi-1_post_0_self-report_bat_cau_NA_NA",0.527,0.309,"bat","cau","India","LM",NA,NA,"0","ind","oth",3,"dep"
"166","Chowdhary, 2016","Chowdhary_2016_msd_bdi-1_post_0_self-report_bat_cau_NA_NA",0.45,0.275,"bat","cau","India","LM",NA,NA,"0","ind","oth",3,"dep"
"167","Chowdhary, 2016","Chowdhary_2016_remission(cut-off)_phq-9_post_0_self-report_bat_cau_NA_NA",0.395,0.314,"bat","cau","India","LM",NA,NA,"0","ind","oth",3,"dep"
"168","Choy, 2016","Choy_2016_msd_gds_post_1month_self-report_lrt_wl_NA_NA",0.993,0.236,"lrt","wl","China","UM",NA,NA,"1 month","grp","eas",1,"dep"
"169","Choy, 2016","Choy_2016_otherdich(reducscore)_gds_post_1month_self-report_lrt_wl_NA_NA",0.944,0.269,"lrt","wl","China","UM",NA,NA,"1 month","grp","eas",1,"dep"
"170","Clark, 2003","Clark_2003_msd_ces-d_post_0_self-report_otherpsy_wl_otherpsy(m-itg)_wl",0.702,0.464,"other psy","wl","USA","H","other psy (m-itg)","wl","0","grp","us",1,"dep"
"171","Clark, 2003","Clark_2003_msd_ces-d_post_0_self-report_ipt_wl_ipt(ipt)_wl",0.534,0.404,"ipt","wl","USA","H","ipt (ipt)","wl","0","grp","us",1,"dep"
"172","Clark, 2003","Clark_2003_msd_bdi-1_post_0_self-report_otherpsy_wl_otherpsy(m-itg)_wl",0.506,0.457,"other psy","wl","USA","H","other psy (m-itg)","wl","0","grp","us",1,"dep"
"173","Clark, 2003","Clark_2003_msd_bdi-1_post_0_self-report_ipt_wl_ipt(ipt)_wl",0.415,0.401,"ipt","wl","USA","H","ipt (ipt)","wl","0","grp","us",1,"dep"
"174","Clark, 2008","Clark_2008_msd_bdi-1_post_0_self-report_otherpsy_wl_NA_NA",1.094,0.4,"other psy","wl","USA","H",NA,NA,"0","grp","us",1,"dep"
"175","Cohen, 2010","Cohen_2010_response(50%)_bdi-1_post_4month_self-report_otherpsy_wl_NA_NA",1.231,0.523,"other psy","wl","USA","H",NA,NA,"4 month","cpl","us",1,"dep"
"176","Cohen, 2010","Cohen_2010_response(50%)_hdrs_post_4month_clinician_otherpsy_wl_NA_NA",1.231,0.523,"other psy","wl","USA","H",NA,NA,"4 month","cpl","us",1,"dep"
"177","Cohen, 2010","Cohen_2010_remission(cut-off)_hdrs_post_4month_clinician_otherpsy_wl_NA_NA",1.211,0.643,"other psy","wl","USA","H",NA,NA,"4 month","cpl","us",1,"dep"
"178","Cohen, 2010","Cohen_2010_remission(cut-off)_bdi-1_post_4month_self-report_otherpsy_wl_NA_NA",1.065,0.645,"other psy","wl","USA","H",NA,NA,"4 month","cpl","us",1,"dep"
"179","Cohen, 2010","Cohen_2010_msd_hdrs_post_4month_clinician_otherpsy_wl_NA_NA",0.721,0.378,"other psy","wl","USA","H",NA,NA,"4 month","cpl","us",1,"dep"
"180","Cohen, 2010","Cohen_2010_msd_bdi-2_post_4month_self-report_otherpsy_wl_NA_NA",0.352,0.369,"other psy","wl","USA","H",NA,NA,"4 month","cpl","us",1,"dep"
"181","Cooper, 2003","Cooper_2003_remission(diag)_dsm-iii_post_9&18month_clinician_dyn_cau_dyn(psychodynamicpsychotherapy)_cau",0.714,0.241,"dyn","cau","United Kingdom","H","dyn (psychodynamic psychotherapy)","cau","9 & 18 month","ind","uk",4,"dep"
"182","Cooper, 2003","Cooper_2003_msd_epds_post_9&18month_self-report_dyn_cau_dyn(psychodynamicpsychotherapy)_cau",0.526,0.209,"dyn","cau","United Kingdom","H","dyn (psychodynamic psychotherapy)","cau","9 & 18 month","ind","uk",4,"dep"
"183","Cooper, 2003","Cooper_2003_msd_epds_post_9&18month_self-report_cbt_cau_cbt(cbt)_cau",0.434,0.212,"cbt","cau","United Kingdom","H","cbt (cbt)","cau","9 & 18 month","ind","uk",4,"dep"
"184","Cooper, 2003","Cooper_2003_remission(diag)_dsm-iii_post_9&18month_clinician_cbt_cau_cbt(cbt)_cau",0.379,0.234,"cbt","cau","United Kingdom","H","cbt (cbt)","cau","9 & 18 month","ind","uk",4,"dep"
"185","Cooper, 2003","Cooper_2003_remission(diag)_dsm-iii_post_9&18month_clinician_sup_cau_sup(nondirectivecounselling)_cau",0.313,0.225,"sup","cau","United Kingdom","H","sup (nondirective counselling)","cau","9 & 18 month","ind","uk",4,"dep"
"186","Cooper, 2003","Cooper_2003_msd_epds_post_9&18month_self-report_sup_cau_sup(nondirectivecounselling)_cau",0.259,0.204,"sup","cau","United Kingdom","H","sup (nondirective counselling)","cau","9 & 18 month","ind","uk",4,"dep"
"187","Cramer, 2011","Cramer_2011_response(50%)_phq-9_post_6&19month_self-report_cbt_cau_NA_NA",0.839,0.444,"cbt","cau","United Kingdom","H",NA,NA,"6 & 19 month","grp","uk",3,"dep"
"188","Cramer, 2011","Cramer_2011_remission(cut-off)_phq-9_post_6&19month_self-report_cbt_cau_NA_NA",0.605,0.316,"cbt","cau","United Kingdom","H",NA,NA,"6 & 19 month","grp","uk",3,"dep"
"189","Cramer, 2011","Cramer_2011_msd_phq-9_post_6&19month_self-report_cbt_cau_NA_NA",0.248,0.272,"cbt","cau","United Kingdom","H",NA,NA,"6 & 19 month","grp","uk",3,"dep"
"190","Cuijpers, 2022a","Cuijpers_2022a_msd_phq-9_post_8_self-report_bat_otherctr_NA_NA",0.733,0.137,"bat","other ctr","Lebanon","LM",NA,NA,"8","gsh","oth",4,"dep"
"191","Cuijpers, 2022b","Cuijpers_2022b_msd_phq-9_post_8_self-report_bat_otherctr_NA_NA",0.577,0.087,"bat","other ctr","Lebanon","LM",NA,NA,"8","gsh","oth",4,"dep"
"192","Davoudi, 2020","Davoudi_2020_msd_bdi-1_post_8_self-report_3rd_otherctr_NA_NA",0.714,0.327,"3rd","other ctr","Iran","LM",NA,NA,"8","grp","oth",2,"dep"
"193","De Groot, 2019","DeGroot_2019_remission(diag)_dsm-iv-tr_post_NA_clinician_cbt_cau_cbt(cbt+exercise)_cau",0.919,0.332,"cbt","cau","USA","H","cbt (cbt + exercise)","cau",NA,"ind","us",4,"dep"
"194","De Groot, 2019","DeGroot_2019_msd_bdi-2_post_NA_self-report_cbt_cau_cbt(cbt+exercise)_cau",0.867,0.288,"cbt","cau","USA","H","cbt (cbt + exercise)","cau",NA,"ind","us",4,"dep"
"195","De Groot, 2019","DeGroot_2019_remission(diag)_dsm-iv-tr_post_NA_clinician_cbt_cau_cbt(cbt)_cau",0.782,0.327,"cbt","cau","USA","H","cbt (cbt)","cau",NA,"ind","us",4,"dep"
"196","De Groot, 2019","DeGroot_2019_msd_bdi-2_post_NA_self-report_cbt_cau_cbt(cbt)_cau",0.623,0.285,"cbt","cau","USA","H","cbt (cbt)","cau",NA,"ind","us",4,"dep"
"197","De Jong, 2018","DeJong_2018_msd_hdrs_post_0_clinician_3rd_wl_NA_NA",0.096,0.332,"3rd","wl","USA","H",NA,NA,"0","grp","us",1,"dep"
"198","De Jong, 2018","DeJong_2018_msd_qids-c_post_0_clinician_3rd_wl_NA_NA",0.018,0.332,"3rd","wl","USA","H",NA,NA,"0","grp","us",1,"dep"
"199","Dekker, 2012","Dekker_2012_msd_bdi-2_post_0_self-report_cbt_cau_NA_NA",0.419,0.316,"cbt","cau","USA","H",NA,NA,"0","ind","us",4,"dep"
"200","Demir, 2022","Demir_2022_msd_bdi-1_post_6_self-report_cbt_cau_NA_NA",0.138,0.252,"cbt","cau","Turkey","UM",NA,NA,"6","grp","oth",3,"dep"
"201","Dennis, 2020","Dennis_2020_msd_epds_post_12_self-report_ipt_cau_NA_NA",1.071,0.15,"ipt","cau","Canada","H",NA,NA,"12","tel","can",2,"dep"
"202","Dennis, 2020","Dennis_2020_remission(diag)_scid_post_12_self-report_ipt_cau_NA_NA",0.598,0.157,"ipt","cau","Canada","H",NA,NA,"12","tel","can",2,"dep"
"203","DeRubeis, 2005","DeRubeis_2005_remission(cut-off)_hdrs_post_0_clinician_cbt_otherctr_NA_NA",0.455,0.218,"cbt","other ctr","USA","H",NA,NA,"0","ind","us",2,"dep"
"204","Desautels, 2018","Desautels_2018_remission(cut-off)_bdi-1_post_5&8months_self-report_cbt_wl_NA_NA",1.376,0.484,"cbt","wl","Canada","H",NA,NA,"5 & 8 months","ind","can",4,"dep"
"205","Desautels, 2018","Desautels_2018_response(50%)_bdi-1_post_5&8months_self-report_cbt_wl_NA_NA",1.371,0.619,"cbt","wl","Canada","H",NA,NA,"5 & 8 months","ind","can",4,"dep"
"206","Desautels, 2018","Desautels_2018_msd_bdi-2_post_5&8months_self-report_cbt_wl_NA_NA",1.205,0.39,"cbt","wl","Canada","H",NA,NA,"5 & 8 months","ind","can",4,"dep"
"207","Desautels, 2018","Desautels_2018_msd_hads-d_post_5&8months_self-report_cbt_wl_NA_NA",1.078,0.384,"cbt","wl","Canada","H",NA,NA,"5 & 8 months","ind","can",4,"dep"
"208","Desautels, 2018","Desautels_2018_remission(cut-off)_hads_post_5&8months_self-report_cbt_wl_NA_NA",1.049,0.442,"cbt","wl","Canada","H",NA,NA,"5 & 8 months","ind","can",4,"dep"
"209","Desautels, 2018","Desautels_2018_remission(cut-off)_hdrs_post_5&8months_clinician_cbt_wl_NA_NA",0.976,0.476,"cbt","wl","Canada","H",NA,NA,"5 & 8 months","ind","can",4,"dep"
"210","Desautels, 2018","Desautels_2018_msd_hdrs_post_5&8months_clinician_cbt_wl_NA_NA",0.933,0.379,"cbt","wl","Canada","H",NA,NA,"5 & 8 months","ind","can",4,"dep"
"211","Desautels, 2018","Desautels_2018_response(50%)_hads_post_5&8months_self-report_cbt_wl_NA_NA",0.854,0.484,"cbt","wl","Canada","H",NA,NA,"5 & 8 months","ind","can",4,"dep"
"212","Desautels, 2018","Desautels_2018_response(50%)_hdrs_post_5&8months_clinician_cbt_wl_NA_NA",0.432,0.411,"cbt","wl","Canada","H",NA,NA,"5 & 8 months","ind","can",4,"dep"
"213","Dimidjian, 2006","Dimidjian_2006_msd_hdrs_post_0_clinician_bat_otherctr_bat(batpooledseverity)_otherctr",0.961,0.246,"bat","other ctr","USA","H","bat (bat pooled severity)","other ctr","0","ind","us",3,"dep"
"214","Dimidjian, 2006","Dimidjian_2006_msd_bdi-1_post_0_self-report_bat_otherctr_bat(batpooledseverity)_otherctr",0.91,0.245,"bat","other ctr","USA","H","bat (bat pooled severity)","other ctr","0","ind","us",3,"dep"
"215","Dimidjian, 2006","Dimidjian_2006_msd_hdrs_post_0_clinician_cbt_otherctr_cbt(cbtpooledseverity)_otherctr",0.851,0.232,"cbt","other ctr","USA","H","cbt (cbt pooled severity)","other ctr","0","ind","us",3,"dep"
"216","Dimidjian, 2006","Dimidjian_2006_msd_bdi-1_post_0_self-report_cbt_otherctr_cbt(cbtpooledseverity)_otherctr",0.488,0.224,"cbt","other ctr","USA","H","cbt (cbt pooled severity)","other ctr","0","ind","us",3,"dep"
"217","Dimidjian, 2017","Dimidjian_2017_remission(cut-off)_phq-9_post_3monthspostpartum_self-report_bat_cau_NA_NA",0.594,0.203,"bat","cau","USA","H",NA,NA,"3 months postpartum","oth","us",4,"dep"
"218","Dimidjian, 2017","Dimidjian_2017_otherdich(sign.change)_phq-9_post_3monthspostpartum_self-report_bat_cau_NA_NA",0.394,0.187,"bat","cau","USA","H",NA,NA,"3 months postpartum","oth","us",4,"dep"
"219","Dimidjian, 2017","Dimidjian_2017_msd_phq-9_post_3monthspostpartum_self-report_bat_cau_NA_NA",0.334,0.171,"bat","cau","USA","H",NA,NA,"3 months postpartum","oth","us",4,"dep"
"220","Dindo, 2012","Dindo_2012_remission(diag)_scid(dsm-iv)_post_3month_self-report_3rd_wl_NA_NA",2.013,0.621,"3rd","wl","USA","H",NA,NA,"3 month","grp","us",2,"dep"
"221","Dindo, 2012","Dindo_2012_msd_idas-d_post_3month_self-report_3rd_wl_NA_NA",1.208,0.347,"3rd","wl","USA","H",NA,NA,"3 month","grp","us",2,"dep"
"222","Dindo, 2012","Dindo_2012_response(50%)_hdrs_post_3month_clinician_3rd_wl_NA_NA",1.136,0.423,"3rd","wl","USA","H",NA,NA,"3 month","grp","us",2,"dep"
"223","Dindo, 2012","Dindo_2012_msd_hdrs_post_3month_clinician_3rd_wl_NA_NA",1.099,0.343,"3rd","wl","USA","H",NA,NA,"3 month","grp","us",2,"dep"
"224","Dindo, 2020","Dindo_2020_remission(cut-off)_hdi_post_NA_self-report_3rd_otherctr_NA_NA",0.885,0.302,"3rd","other ctr","USA","H",NA,NA,NA,"grp","us",2,"dep"
"225","Dindo, 2020","Dindo_2020_response(50%)_hdrs_post_NA_clinician_3rd_otherctr_NA_NA",0.59,0.226,"3rd","other ctr","USA","H",NA,NA,NA,"grp","us",2,"dep"
"226","Dindo, 2020","Dindo_2020_msd_hdrs_post_NA_clinician_3rd_otherctr_NA_NA",0.286,0.199,"3rd","other ctr","USA","H",NA,NA,NA,"grp","us",2,"dep"
"227","Dindo, 2020","Dindo_2020_remission(diag)_scid_post_NA_clinician_3rd_otherctr_NA_NA",-0.338,0.234,"3rd","other ctr","USA","H",NA,NA,NA,"grp","us",2,"dep"
"228","Dobkin, 2011","Dobkin_2011_response(50%)_hdrs_post_3.5months_clinician_cbt_cau_NA_NA",1.491,0.374,"cbt","cau","USA","H",NA,NA,"3.5 months","ind","us",3,"dep"
"229","Dobkin, 2011","Dobkin_2011_msd_hdrs_post_3.5months_clinician_cbt_cau_NA_NA",1.228,0.244,"cbt","cau","USA","H",NA,NA,"3.5 months","ind","us",3,"dep"
"230","Dobkin, 2011","Dobkin_2011_msd_bdi-1_post_3.5months_self-report_cbt_cau_NA_NA",1.048,0.239,"cbt","cau","USA","H",NA,NA,"3.5 months","ind","us",3,"dep"
"231","Dobkin, 2020","Dobkin_2020_msd_hdrs_post_12_clinician_cbt_cau_NA_NA",1.481,0.267,"cbt","cau","USA","H",NA,NA,"12","tel","us",4,"dep"
"232","Dobkin, 2020","Dobkin_2020_msd_bdi-1_post_12_self-report_cbt_cau_NA_NA",0.712,0.243,"cbt","cau","USA","H",NA,NA,"12","tel","us",4,"dep"
"233","Dobkin, 2021","Dobkin_2021_msd_hdrs_post_10_clinician_cbt_cau_NA_NA",0.932,0.222,"cbt","cau","USA","H",NA,NA,"10","tel","us",4,"dep"
"234","Dobkin, 2021","Dobkin_2021_msd_bdi_post_10_self-report_cbt_cau_NA_NA",0.893,0.221,"cbt","cau","USA","H",NA,NA,"10","tel","us",4,"dep"
"235","Doering, 2013","Doering_2013_remission(cut-off)_bdi-1_post_0_self-report_cbt_cau_NA_NA",1.155,0.29,"cbt","cau","USA","H",NA,NA,"0","ind","us",3,"dep"
"236","Doering, 2013","Doering_2013_remission(diag)_scid_post_0_clinician_cbt_cau_NA_NA",0.925,0.273,"cbt","cau","USA","H",NA,NA,"0","ind","us",3,"dep"
"237","Dong, 2019","Dong_2019_msd_hdrs_post_NA_clinician_lrt_cau_NA_NA",2.502,0.283,"lrt","cau","China","UM",NA,NA,NA,"tel","eas",4,"dep"
"238","Dong, 2019","Dong_2019_msd_sds_post_NA_self-report_lrt_cau_NA_NA",2.003,0.259,"lrt","cau","China","UM",NA,NA,NA,"tel","eas",4,"dep"
"239","Dowrick, 2000","Dowrick_2000_msd_bdi_post_NA_self-report_pst_otherctr_pst_psychoeducation(CWD)",0.18,0.151,"pst","other ctr","Finland","H","pst","psychoeducation (CWD)",NA,"ind","eu",4,"dep"
"240","Dowrick, 2000","Dowrick_2000_msd_bdi_post_NA_self-report_pst_cau_pst_cau",0.245,0.132,"pst","cau","Finland","H","pst","cau",NA,"ind","eu",4,"dep"
"241","Duarte, 2009","Duarte_2009_msd_mini_post_9months_clinician_cbt_cau_NA_NA",0.834,0.226,"cbt","cau","Brazil","UM",NA,NA,"9 months","grp","oth",4,"dep"
"242","Duarte, 2009","Duarte_2009_msd_bdi-1_post_9months_self-report_cbt_cau_NA_NA",0.79,0.226,"cbt","cau","Brazil","UM",NA,NA,"9 months","grp","oth",4,"dep"
"243","Dunn, 2007","Dunn_2007_msd_bdi-2_post_14_self-report_otherpsy_otherctr_NA_NA",0.233,0.231,"other psy","other ctr","USA","H",NA,NA,"14","grp","us",3,"dep"
"244","Dunn, 2007","Dunn_2007_msd_ham-d-18_post_14_clinician_otherpsy_otherctr_NA_NA",0.566,0.235,"other psy","other ctr","USA","H",NA,NA,"14","grp","us",3,"dep"
"245","Dwight-Johnson, 2011","Dwight-Johnson_2011_msd_phq-9_post_6months_self-report_cbt_cau_NA_NA",1.964,0.243,"cbt","cau","USA","H",NA,NA,"6 months","tel","us",3,"dep"
"246","Dwight-Johnson, 2011","Dwight-Johnson_2011_msd_scl_post_6months_self-report_cbt_cau_NA_NA",1.603,0.229,"cbt","cau","USA","H",NA,NA,"6 months","tel","us",3,"dep"
"247","Dwight-Johnson, 2011","Dwight-Johnson_2011_response(50%orcut-off)_scl_post_6months_self-report_cbt_cau_NA_NA",0.557,0.24,"cbt","cau","USA","H",NA,NA,"6 months","tel","us",3,"dep"
"248","Dwight-Johnson, 2011","Dwight-Johnson_2011_response(50%orcut-off)_phq-9_post_6months_self-report_cbt_cau_NA_NA",0.241,0.223,"cbt","cau","USA","H",NA,NA,"6 months","tel","us",3,"dep"
"249","Ebert, 2014","Ebert_2014_remission(cut-off)_ces-d_post_3&6months_self-report_pst_wl_NA_NA",0.908,0.202,"pst","wl","Germany","H",NA,NA,"3 & 6 months","gsh","eu",4,"dep"
"250","Ebert, 2014","Ebert_2014_otherdich(reducscore)_ces-d_post_3&6months_self-report_pst_wl_NA_NA",0.701,0.201,"pst","wl","Germany","H",NA,NA,"3 & 6 months","gsh","eu",4,"dep"
"251","Ebert, 2014","Ebert_2014_msd_ces-d_post_3&6months_self-report_pst_wl_NA_NA",0.691,0.168,"pst","wl","Germany","H",NA,NA,"3 & 6 months","gsh","eu",4,"dep"
"252","Ebert, 2018","Ebert_2018_msd_ces-d_post_3month_self-report_otherpsy_wl_NA_NA",0.838,0.146,"other psy","wl","Germany","H",NA,NA,"3 month","gsh","eu",4,"dep"
"253","Ebert, 2018","Ebert_2018_remission(cut-off)_qids_post_3month_clinician_otherpsy_wl_NA_NA",0.524,0.185,"other psy","wl","Germany","H",NA,NA,"3 month","gsh","eu",4,"dep"
"254","Ebert, 2018","Ebert_2018_response(50%)_hdrs_post_3month_clinician_otherpsy_wl_NA_NA",0.429,0.182,"other psy","wl","Germany","H",NA,NA,"3 month","gsh","eu",4,"dep"
"255","Ebert, 2018","Ebert_2018_msd_qids-c_post_3month_clinician_otherpsy_wl_NA_NA",0.4,0.141,"other psy","wl","Germany","H",NA,NA,"3 month","gsh","eu",4,"dep"
"256","Ebert, 2018","Ebert_2018_response(50%)_qids_post_3month_clinician_otherpsy_wl_NA_NA",0.4,0.175,"other psy","wl","Germany","H",NA,NA,"3 month","gsh","eu",4,"dep"
"257","Ebert, 2018","Ebert_2018_remission(cut-off)_hdrs_post_3month_clinician_otherpsy_wl_NA_NA",0.359,0.191,"other psy","wl","Germany","H",NA,NA,"3 month","gsh","eu",4,"dep"
"258","Ebert, 2018","Ebert_2018_msd_hdrs_post_3month_clinician_otherpsy_wl_NA_NA",0.346,0.141,"other psy","wl","Germany","H",NA,NA,"3 month","gsh","eu",4,"dep"
"259","Ede, 2020","Ede_2020_msd_ces-d_post_12_self-report_cbt_wl_NA_NA",0.693,0.162,"cbt","wl","Nigeria","LM",NA,NA,"12","grp","oth",3,"dep"
"260","Ekers, 2011","Ekers_2011_msd_bdi-2_post_0_self-report_bat_wl_NA_NA",1.152,0.355,"bat","wl","United Kingdom","H",NA,NA,"0","ind","uk",4,"dep"
"261","Ekers, 2011","Ekers_2011_response(50%)_bdi-2_post_0_self-report_bat_wl_NA_NA",0.825,0.38,"bat","wl","United Kingdom","H",NA,NA,"0","ind","uk",4,"dep"
"262","Ekers, 2011","Ekers_2011_remission(cut-off)_bdi-1_post_0_self-report_bat_wl_NA_NA",0.815,0.414,"bat","wl","United Kingdom","H",NA,NA,"0","ind","uk",4,"dep"
"263","Ekers, 2011","Ekers_2011_otherdich(reducscore)_bdi-1_post_0_self-report_bat_wl_NA_NA",0.717,0.339,"bat","wl","United Kingdom","H",NA,NA,"0","ind","uk",4,"dep"
"264","Ekers, 2011","Ekers_2011_otherdich(sign.change)_bdi-2_post_0_self-report_bat_wl_NA_NA",0.581,0.361,"bat","wl","United Kingdom","H",NA,NA,"0","ind","uk",4,"dep"
"265","Ekkers, 2011","Ekkers_2011_msd_qids-sr_post_0_self-report_cbt_cau_NA_NA",1.274,0.233,"cbt","cau","Netherlands","H",NA,NA,"0","grp","eu",2,"dep"
"266","Ekkers, 2011","Ekkers_2011_msd_gds_post_0_self-report_cbt_cau_NA_NA",0.899,0.22,"cbt","cau","Netherlands","H",NA,NA,"0","grp","eu",2,"dep"
"267","Ekkers, 2011","Ekkers_2011_otherdich(reducscore)_qids-sr_post_0_self-report_cbt_cau_NA_NA",0.808,0.381,"cbt","cau","Netherlands","H",NA,NA,"0","grp","eu",2,"dep"
"268","Elkin, 1989","Elkin_1989_remission(cut-off)_hdrs_post_6_12_18months_clinician_ipt_otherctr_ipt(ipt)_otherctr",0.564,0.224,"ipt","other ctr","USA","H","ipt (ipt)","other ctr","6,12,18 months","ind","us",4,"dep"
"269","Elkin, 1989","Elkin_1989_msd_hdrs_post_6_12_18months_clinician_ipt_otherctr_ipt(ipt)_otherctr",0.43,0.182,"ipt","other ctr","USA","H","ipt (ipt)","other ctr","6,12,18 months","ind","us",4,"dep"
"270","Elkin, 1989","Elkin_1989_remission(cut-off)_hdrs_post_6_12_18months_clinician_cbt_otherctr_cbt(cbt)_otherctr",0.402,0.228,"cbt","other ctr","USA","H","cbt (cbt)","other ctr","6,12,18 months","ind","us",4,"dep"
"271","Elkin, 1989","Elkin_1989_remission(cut-off)_bdi-1_post_6_12_18months_self-report_ipt_otherctr_ipt(ipt)_otherctr",0.341,0.201,"ipt","other ctr","USA","H","ipt (ipt)","other ctr","6,12,18 months","ind","us",4,"dep"
"272","Elkin, 1989","Elkin_1989_msd_hdrs_post_6_12_18months_clinician_cbt_otherctr_cbt(cbt)_otherctr",0.317,0.183,"cbt","other ctr","USA","H","cbt (cbt)","other ctr","6,12,18 months","ind","us",4,"dep"
"273","Elkin, 1989","Elkin_1989_msd_bdi-1_post_6_12_18months_self-report_ipt_otherctr_ipt(ipt)_otherctr",0.283,0.181,"ipt","other ctr","USA","H","ipt (ipt)","other ctr","6,12,18 months","ind","us",4,"dep"
"274","Elkin, 1989","Elkin_1989_remission(cut-off)_bdi-1_post_6_12_18months_self-report_cbt_otherctr_cbt(cbt)_otherctr",0.196,0.202,"cbt","other ctr","USA","H","cbt (cbt)","other ctr","6,12,18 months","ind","us",4,"dep"
"275","Elkin, 1989","Elkin_1989_msd_bdi-1_post_6_12_18months_self-report_cbt_otherctr_cbt(cbt)_otherctr",0.151,0.182,"cbt","other ctr","USA","H","cbt (cbt)","other ctr","6,12,18 months","ind","us",4,"dep"
